#  ID                log(P)        A0(V)       R21(V)     R31(V)    A0(I)      R21(I)     R31(I)     PC1(V)     PC2(V)     PC1(I)     PC2(I)
OGLE-LMC-CEP-2968    0.8962850     15.358      0.309      0.154     14.484      0.316      0.145      0.349      0.212     -0.338     -0.141
OGLE-LMC-CEP-2969    0.6107399     16.261      0.418      0.205     15.311      0.440      0.218      0.069     -0.051     -0.006      0.072
OGLE-LMC-CEP-2971    0.6842868     15.611      0.436      0.210     14.719      0.428      0.211      0.073     -0.011     -0.105     -0.006
OGLE-LMC-CEP-2972    0.5925183     15.980      0.431      0.218     15.182      0.468      0.260      0.039     -0.072     -0.038      0.100
OGLE-LMC-CEP-2976    0.4661423     16.765      0.327      0.085     15.791      0.319      0.094     -0.085      0.033      0.155     -0.047
OGLE-LMC-CEP-2979    1.2502878     14.895      0.268      0.135     13.725      0.229      0.135     -0.084      0.106     -0.058     -0.250
OGLE-LMC-CEP-2980    0.3032630     16.688      0.432      0.227     15.938      0.444      0.244     -0.113     -0.159      0.100      0.120
OGLE-LMC-CEP-2983    0.5367897     16.017      0.458      0.277     15.228      0.468      0.288      0.046     -0.104      0.022      0.140
OGLE-LMC-CEP-2993    0.5071650     16.543      0.439      0.240     15.577      0.458      0.249      0.052     -0.045     -0.031      0.062
OGLE-LMC-CEP-2994    0.5686236     15.556      0.419      0.191     14.468      0.407      0.190      0.084      0.071     -0.050     -0.020
OGLE-LMC-CEP-2996    0.2615100     17.110      0.456      0.204     16.341      0.421      0.212     -0.080     -0.086      0.087      0.067
OGLE-LMC-CEP-2999    0.7329100     15.487      0.353      0.112     14.425      0.387      0.115      0.216      0.163     -0.099     -0.046
OGLE-LMC-CEP-3002    0.3800870     16.693      0.470      0.224     15.797      0.452      0.234     -0.085     -0.114      0.084      0.106
OGLE-LMC-CEP-3003    0.4192944     16.076      0.435      0.217     15.459      0.458      0.247     -0.080     -0.119      0.015      0.097
OGLE-LMC-CEP-3004    0.1829829     17.190      0.492      0.295     16.489      0.487      0.335     -0.145     -0.209      0.177      0.233
OGLE-LMC-CEP-3006    0.5721079     15.585      0.471      0.253     15.058      0.470      0.268      0.042     -0.069      0.003      0.114
OGLE-LMC-CEP-3008    0.6210753     16.307      0.456      0.212     15.325      0.435      0.216      0.087      0.019     -0.096      0.006
OGLE-LMC-CEP-3009    0.4272666     16.742      0.427      0.204     15.844      0.423      0.216     -0.019     -0.087      0.019      0.080
OGLE-LMC-CEP-3011    0.3989112     16.174      0.519      0.264     15.495      0.531      0.310     -0.001     -0.165      0.140      0.215
OGLE-LMC-CEP-3012    0.2105882     16.929      0.451      0.260     16.187      0.460      0.258     -0.146     -0.179      0.186      0.171
OGLE-LMC-CEP-3013    1.1354338     14.381      0.134      0.144     13.510      0.105      0.156     -0.102      0.027      0.063     -0.087
OGLE-LMC-CEP-3014    0.5426944     16.132      0.405      0.211     15.279      0.407      0.207     -0.006     -0.065     -0.018      0.037
OGLE-LMC-CEP-3017    0.6656640     15.549      0.458      0.207     14.785      0.453      0.217      0.127     -0.023     -0.091      0.046
OGLE-LMC-CEP-3018    0.7606465     15.866      0.305      0.066     14.876      0.300      0.051      0.056      0.172     -0.041     -0.196
OGLE-LMC-CEP-3021    0.5097159     16.122      0.431      0.214     15.373      0.420      0.204     -0.041     -0.071     -0.047      0.011
OGLE-LMC-CEP-3022    0.4173530     16.665      0.414      0.178     15.792      0.423      0.190     -0.009     -0.033      0.068      0.085
OGLE-LMC-CEP-3024    0.9324131     15.133      0.187      0.070     14.260      0.181      0.093     -0.410      0.322      0.432     -0.278
OGLE-LMC-CEP-3027    0.4790515     16.432      0.388      0.186     15.584      0.374      0.177      0.009     -0.017      0.025      0.020
OGLE-LMC-CEP-3028    0.6797117     15.565      0.334      0.113     14.767      0.340      0.133      0.044      0.063      0.033     -0.062
OGLE-LMC-CEP-3031    0.4271010     16.584      0.441      0.226     15.730      0.455      0.242     -0.005     -0.089      0.034      0.112
OGLE-LMC-CEP-3032    0.4344115     16.744      0.433      0.205     15.802      0.429      0.198     -0.010      0.005      0.065      0.056
OGLE-LMC-CEP-3036    0.5574980     16.254      0.436      0.233     15.358      0.443      0.236      0.035     -0.035     -0.077      0.036
OGLE-LMC-CEP-3038    0.2980109     17.142      0.333      0.139     16.260      0.323      0.135     -0.112     -0.063      0.135     -0.039
OGLE-LMC-CEP-3039    0.5586851     16.100      0.442      0.242     15.292      0.430      0.220      0.086      0.001     -0.064      0.037
OGLE-LMC-CEP-3043    0.6538746     15.916      0.461      0.216     15.051      0.447      0.213      0.129      0.018     -0.130      0.008
OGLE-LMC-CEP-3044    0.6095098     16.196      0.413      0.202     15.243      0.415      0.191      0.129      0.069     -0.111     -0.032
OGLE-LMC-CEP-3050    0.6809057     15.910      0.433      0.203     14.962      0.430      0.191      0.140      0.033     -0.090      0.010
OGLE-LMC-CEP-3052    0.4812892     16.254      0.424      0.231     15.472      0.424      0.222      0.024     -0.042     -0.000      0.065
OGLE-LMC-CEP-3054    0.3641662     16.828      0.507      0.315     15.931      0.477      0.256     -0.107     -0.100      0.065      0.103
OGLE-LMC-CEP-3055    0.6476474     15.833      0.426      0.167     15.015      0.418      0.165      0.029      0.014     -0.108     -0.064
OGLE-LMC-CEP-3056    0.7166978     15.497      0.429      0.202     14.686      0.436      0.205      0.101     -0.006     -0.098      0.016
OGLE-LMC-CEP-3058    0.4127073     17.007      0.591      0.277     16.041      0.537      0.334     -0.063     -0.168      0.081      0.204
OGLE-LMC-CEP-3059    0.4752587     16.287      0.446      0.243     15.483      0.442      0.247      0.036     -0.070      0.016      0.090
OGLE-LMC-CEP-3060    0.4320809     17.475      0.468      0.238     16.321      0.442      0.231     -0.065     -0.068     -0.008      0.036
OGLE-LMC-CEP-3061    1.0824375     14.848      0.088      0.140     13.844      0.079      0.150     -0.138      0.020      0.127     -0.053
OGLE-LMC-CEP-3062    0.4687640     15.858      0.354      0.126     15.177      0.329      0.095     -0.045     -0.024      0.039     -0.006
OGLE-LMC-CEP-3064    0.6508361     16.578      0.438      0.231     15.491      0.432      0.211      0.075      0.005     -0.076      0.016
OGLE-LMC-CEP-3065    0.5548713     15.933      0.434      0.206     15.173      0.414      0.214      0.085      0.010     -0.033      0.041
OGLE-LMC-CEP-3069    0.4002851     16.602      0.421      0.161     15.785      0.379      0.175     -0.087     -0.051      0.078      0.024
OGLE-LMC-CEP-3072    0.6332122     15.522      0.211      0.061     14.736      0.206      0.083     -0.095      0.136      0.204     -0.119
OGLE-LMC-CEP-3074    0.5427024     16.211      0.368      0.177     15.376      0.393      0.170      0.046      0.043     -0.040     -0.021
OGLE-LMC-CEP-3077    0.4734129     16.251      0.431      0.191     15.490      0.441      0.226      0.106      0.024      0.007      0.062
OGLE-LMC-CEP-3078    0.5610886     16.175      0.447      0.276     15.278      0.469      0.274     -0.038     -0.137      0.081      0.134
OGLE-LMC-CEP-3080    0.5948616     15.989      0.410      0.202     15.145      0.413      0.201      0.063      0.004     -0.062      0.017
OGLE-LMC-CEP-3082    0.4557769     16.432      0.447      0.205     15.609      0.437      0.215     -0.054     -0.081      0.026      0.066
OGLE-LMC-CEP-3083    0.4856355     16.351      0.359      0.126     15.532      0.351      0.131     -0.092     -0.019      0.059     -0.031
OGLE-LMC-CEP-3085    0.6456144     16.298      0.448      0.205     15.273      0.438      0.198      0.116      0.035     -0.128     -0.015
OGLE-LMC-CEP-3087    0.4757087     16.199      0.577      0.218     15.461      0.460      0.253      0.046     -0.163     -0.012      0.089
OGLE-LMC-CEP-3089    0.3022277     16.722      0.461      0.274     15.955      0.495      0.299     -0.060     -0.141      0.144      0.173
OGLE-LMC-CEP-3091    1.1348672     14.722      0.103      0.096     13.630      0.092      0.094     -0.323      0.186      0.234     -0.253
OGLE-LMC-CEP-3092    0.6730119     15.662      0.430      0.166     14.894      0.409      0.186      0.128     -0.010     -0.095      0.004
OGLE-LMC-CEP-3096    0.5502725     16.133      0.445      0.232     15.363      0.439      0.232      0.042     -0.039     -0.047      0.054
OGLE-LMC-CEP-3098    0.5486758     16.126      0.441      0.232     15.317      0.438      0.234      0.045     -0.028     -0.057      0.052
OGLE-LMC-CEP-3100    0.3672557     17.339      0.450      0.223     16.387      0.431      0.234     -0.015     -0.058      0.027      0.071
OGLE-LMC-CEP-3101    0.3775543     16.391      0.423      0.224     15.680      0.452      0.227     -0.031     -0.093      0.091      0.118
OGLE-LMC-CEP-3104    0.6196553     16.060      0.356      0.107     15.194      0.350      0.113     -0.038      0.035     -0.014     -0.089
OGLE-LMC-CEP-3107    0.0148630     17.557      0.379      0.282     16.882      0.408      0.276     -0.342     -0.269      0.406      0.246
OGLE-LMC-CEP-3109    0.6622376     15.797      0.421      0.207     14.980      0.437      0.192      0.168      0.092     -0.137     -0.029
OGLE-LMC-CEP-3110    0.3677621     16.228      0.483      0.260     15.570      0.483      0.257     -0.069     -0.135      0.131      0.155
OGLE-LMC-CEP-3116    0.5413423     16.194      0.335      0.119     15.361      0.340      0.106     -0.148     -0.034      0.036     -0.079
OGLE-LMC-CEP-3118    0.7058773     15.993      0.269      0.075     15.026      0.279      0.058     -0.057      0.096      0.026     -0.158
OGLE-LMC-CEP-3120    0.4954365     16.460      0.435      0.218     15.564      0.437      0.219     -0.036     -0.080     -0.000      0.069
OGLE-LMC-CEP-3122    0.4326421     16.054      0.501      0.289     15.372      0.507      0.296     -0.056     -0.161      0.117      0.197
OGLE-LMC-CEP-3124    0.5036566     16.706      0.394      0.162     15.722      0.386      0.158     -0.075     -0.024      0.043      0.008
OGLE-LMC-CEP-3125    0.5009937     16.702      0.404      0.197     15.691      0.423      0.204     -0.019     -0.046     -0.006      0.035
OGLE-LMC-CEP-3126    0.5347060     15.905      0.498      0.306     15.184      0.505      0.319     -0.017     -0.140      0.065      0.179
OGLE-LMC-CEP-3128    0.6255848     16.435      0.425      0.195     15.372      0.413      0.200      0.026     -0.026     -0.102     -0.030
OGLE-LMC-CEP-3129    0.4825720     16.260      0.438      0.217     15.481      0.451      0.226     -0.007     -0.048     -0.005      0.063
OGLE-LMC-CEP-3133    0.6841825     15.550      0.412      0.209     14.719      0.428      0.220      0.106      0.003     -0.036      0.054
OGLE-LMC-CEP-3134    0.4910635     16.255      0.411      0.172     15.414      0.403      0.185     -0.100     -0.075      0.058      0.024
OGLE-LMC-CEP-3137    0.3862251     16.600      0.441      0.257     15.802      0.419      0.231     -0.197     -0.153      0.062      0.034
OGLE-LMC-CEP-3138    0.2432733     17.295      0.324      0.096     16.401      0.322      0.136     -0.128      0.001      0.159     -0.001
OGLE-LMC-CEP-3140    0.5176011     16.391      0.441      0.189     15.493      0.437      0.214      0.022     -0.013     -0.036      0.025
OGLE-LMC-CEP-3141    0.4797182     16.211      0.421      0.226     15.446      0.420      0.216     -0.050     -0.104      0.022      0.072
OGLE-LMC-CEP-3143    0.6746761     15.694      0.443      0.193     14.874      0.446      0.211      0.101      0.026     -0.113     -0.002
OGLE-LMC-CEP-3144    0.4587050     16.531      0.427      0.191     15.679      0.419      0.200     -0.018     -0.032      0.000      0.035
OGLE-LMC-CEP-3146    0.5782663     16.301      0.428      0.226     15.353      0.436      0.221      0.088     -0.131     -0.066      0.044
OGLE-LMC-CEP-3147    0.6040887     16.852      0.459      0.258     15.687      0.454      0.241      0.114      0.012     -0.121      0.019
OGLE-LMC-CEP-3148    0.5073116     16.227      0.395      0.168     15.420      0.385      0.157     -0.062     -0.045     -0.014     -0.003
OGLE-LMC-CEP-3150    0.6523615     15.823      0.443      0.219     14.996      0.446      0.222      0.060     -0.005     -0.119      0.020
OGLE-LMC-CEP-3151    0.5313317     16.254      0.297      0.089     15.401      0.303      0.090     -0.065      0.034      0.040     -0.096
OGLE-LMC-CEP-3153    0.4810451     16.302      0.349      0.136     15.508      0.361      0.151     -0.067     -0.018      0.024     -0.044
OGLE-LMC-CEP-3154    0.5921043     15.916      0.264      0.098     15.131      0.263      0.063     -0.209      0.091      0.173     -0.155
OGLE-LMC-CEP-3155    0.2549837     17.247      0.390      0.204     16.411      0.409      0.207     -0.196     -0.143      0.116      0.061
OGLE-LMC-CEP-3156    0.6359768     15.896      0.530      0.386     15.053      0.491      0.282      0.142     -0.023     -0.109      0.093
OGLE-LMC-CEP-3157    0.5180908     16.112      0.461      0.242     15.312      0.451      0.258      0.138      0.028     -0.033      0.071
OGLE-LMC-CEP-3159    0.4905922     16.172      0.463      0.251     15.423      0.459      0.244     -0.002     -0.072     -0.007      0.084
OGLE-LMC-CEP-3160    0.4418699     16.378      0.327      0.121     15.611      0.348      0.128     -0.143     -0.026      0.074     -0.026
OGLE-LMC-CEP-3161    0.5079870     16.811      0.391      0.188     15.792      0.396      0.181     -0.042     -0.052     -0.060     -0.019
OGLE-LMC-CEP-3163    1.0732166     14.643      0.086      0.107     13.657      0.107      0.118     -0.455      0.231      0.451     -0.121
OGLE-LMC-CEP-3165    0.4256555     16.388      0.396      0.167     15.572      0.408      0.190     -0.011     -0.044      0.132      0.115
OGLE-LMC-CEP-3167    0.2048403     17.590      0.385      0.162     16.696      0.379      0.207     -0.013     -0.002      0.111      0.058
OGLE-LMC-CEP-3168    0.7511139     15.753      0.353      0.101     14.786      0.352      0.098      0.122      0.119     -0.158     -0.143
